#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#### GAME RULES #####

EVTOPT_RR_truth_just;I should try to more often do what is right.;Je devrais essayer de faire plus souvent ce qui est juste.;Ich sollte versuchen, öfter das Richtige zu tun.;;Debería tratar de hacer más a menudo lo que es correcto.;;;;;;;;;x

EVTDESC_RR_truth_diligent;To speak the truth is to know the will of [Root.Religion.GetHighGodName] and to know right from wrong. Naturally we must not do what is wrong. But we also must do what is right. Doing nothing when there is something that needs to be done is acting wrongly. And so by speaking the truth we learn justice and through justice we learn duty and then we live our lives in accordance with the divine truth.;Dire la vérité, c'est connaître la volonté de [Root.Religion.GetHighGodName] et savoir distinguer le bien du mal. Naturellement, nous ne devons pas faire ce qui est mal. Mais nous devons aussi faire ce qui est juste. Ne rien faire quand il y a quelque chose à faire, c'est mal agir. Ainsi, en disant la vérité, nous apprenons la justice et, par la justice, nous apprenons le devoir, puis nous vivons notre vie en accord avec la vérité divine;Die Wahrheit zu sagen bedeutet, den Willen von[Root.Religion.GetHighGodName] zu kennen und richtig von falsch zu unterscheiden. Natürlich dürfen wir nicht das tun, was falsch ist. Aber wir müssen auch das Richtige tun. Nichts zu tun, wenn es etwas zu tun gibt, was getan werden muss, bedeutet, falsch zu handeln. Und so lernen wir durch das Sprechen der Wahrheit Gerechtigkeit und durch Gerechtigkeit lernen wir Pflicht und dann leben wir unser Leben in Übereinstimmung mit der göttlichen Wahrheit.;;Decir la verdad es conocer la voluntad de[Root.Religion.GetHighGodName] y distinguir el bien del mal. Naturalmente, no debemos hacer lo que está mal. Pero también debemos hacer lo que es correcto. No hacer nada cuando hay algo que hay que hacer es actuar mal. Y así, al hablar la verdad aprendemos la justicia y a través de la justicia aprendemos el deber y luego vivimos nuestras vidas de acuerdo con la verdad divina.;;;;;;;;;x
EVTOPT_RR_truth_diligent;I should do my duty more often.;Je devrais faire mon devoir plus souvent.;Ich sollte meine Pflicht öfter tun.;;Debería cumplir con mi deber más a menudo.;;;;;;;;;x

EVTOPT_RR_truth_reject;That is just silly religious nonsense.;C'est juste une stupide absurdité religieuse.;Das ist nur ein alberner religiöser Unsinn.;;Eso es sólo una tontería religiosa.;;;;;;;;;x


#### BATTLE FEATURES #####

RR_tooltip_religion_feature_levy;§GRulers have +20% levy size§!;§GLes dirigeants ont une taille des levées de +20%§!;§GHerrscher haben +20% Aufgebotsgröße§!;;§GLos gobernantes tienen un tamaño leva de +20%§!;;;;;;;;;x

religion_warlike_feature;Rulers have +20% levy size;Les dirigeants ont une taille des levées de +20%;Herrscher haben +20% Aufgebotsgröße;;Los gobernantes tienen un tamaño leva de +20%;;;;;;;;;x

religion_defensive_feature;Armies get +100% morale when fighting in home provinces;Les armées obtiennent + 100% de moral lors des combats dans leurs provinces d'origine;Armeen erhalten + 100% Moral, wenn sie in Heimatprovinzen kämpfen;;Los ejércitos obtienen un 100% de moral cuando luchan en las provincias de origen;;;;;;;;;x

RR_religion_feature_retinues;Holy Warriors;Guerriers sacrés;Heilige Krieger;;Guerreros santos;;;;;;;;;x
RR_religion_feature_retinues_desc;The gods look with favor upon any man who will take up arms in their name.;Les dieux considèrent avec faveur tout homme qui prendra les armes en son nom.;Die Götter werden jeden Mann belohnen, der in ihrem Namen die Waffen ergreift.;;Los dioses miran con agrado a cualquier hombre que tome las armas en su nombre.;;;;;;;;;x
RR_religion_feature_retinues_feature;Special retinues can be hired with Piety based on the terrain of the capital;L'escrote spécial peut être embauché avec piété;Besondere Gefolgtruppen können mit Pietät gebildet werden;;Séquitos especial puede ser contratado con piedad;;;;;;;;;x
RR_tooltip_religion_feature_retinue;§GSpecial retinues can be hired with Piety based on the terrain of your capital§!;§GL'escrote spécial peut être embauché avec piété§!;§GBesondere Gefolgtruppen können mit Pietät gebildet werden§!;;§GSéquitos especial puede ser contratado con piedad§!;;;;;;;;;x

ReformationReformPietyRetinueLI;[Root.Religion.GetFullName] Zealots;Fanatiques de l'[Root.Religion.GetFullName];[Root.Religion.GetFullName]e Eiferer;;Fanáticos del [Root.Religion.GetFullName];;;;;;;;;x
ReformationReformPietyRetinueHI;Swords of [Root.Religion.GetHighGodName];Épées de [Root.Religion.GetHighGodName];Schwerter von [Root.Religion.GetHighGodName];;Espadas de [Root.Religion.GetHighGodName];;;;;;;;;x
ReformationReformPietyRetinuePI;Spears of [Root.Religion.GetHighGodName];Lances d'[Root.Religion.GetHighGodName];Speere von [Root.Religion.GetHighGodName];;Lanzas de [Root.Religion.GetHighGodName];;;;;;;;;x
ReformationReformPietyRetinueLC;[Root.Religion.GetHighGodName]'s Raiders;Raiders d'[Root.Religion.GetHighGodName];[Root.Religion.GetHighGodName]s Plünderer;;Asalantes de [Root.Religion.GetHighGodName];;;;;;;;;x
ReformationReformPietyRetinueHC;Champions of [Root.Religion.GetHighGodName];Champions d'[Root.Religion.GetHighGodName];Auserwählten von [Root.Religion.GetHighGodName];;Campeones de [Root.Religion.GetHighGodName];;;;;;;;;x
ReformationReformPietyRetinueAR;Arrows of [Root.Religion.GetHighGodName];Flèches d'[Root.Religion.GetHighGodName];Pfeile von [Root.Religion.GetHighGodName];;Flechas de [Root.Religion.GetHighGodName];;;;;;;;;x
ReformationReformPietyRetinueHA;Riders of [Root.Religion.GetHighGodName];Cavaliers d'[Root.Religion.GetHighGodName];Reiter von [Root.Religion.GetHighGodName];;Jinetes de [Root.Religion.GetHighGodName];;;;;;;;;x
ReformationReformPietyRetinueCC;[Root.Religion.GetHighGodName]'s Camels;Chameaux d'[Root.Religion.GetHighGodName];[Root.Religion.GetHighGodName]s Kamelen;;Camellos de [Root.Religion.GetHighGodName];;;;;;;;;x

ReformationReformAmazonRetinueAR;Amazon Archers;Archers amazoniens;Amazonische Bogenschützen;;Arqueros amazónicos;;;;;;;;;x
ReformationReformAmazonRetinueHA;Amazon Cavalry;Cavalerie amazonienne;Amazonische Kavallerie;;Caballería amazónica;;;;;;;;;x
RR_tooltip_religion_feature_retinue_amazon;§GRulers can hire special Amazon retinues§!;§GLes dirigeants peuvent former l'escrotes spéciales d'Amazones§!;§GHerrscher können spezielle Amazonische Gefolgtruppen bilden§!;;§GLos gobernantes pueden formar a séquitos amazónicos especiales§!;;;;;;;;;x

RR_religion_feature_infantry;Populism;Populisme;Populismus;;Populismo;;;;;;;;;x
RR_religion_feature_infantry_desc;All men equal before the gods and woe to the king that forgets it.;Tous les hommes sont égaux devant les dieux et malheur au roi qui l'oublie.;Alle Menschen sind vor den Göttern gleich und wehe dem König, der es vergisst.;;Todos los hombres son iguales ante los dioses y ¡ay del rey que lo olvida!;;;;;;;;;x
RR_religion_feature_infantry_feature;Light Infantry, Archers, and Pikemen gain combat bonuses;L'infanterie légère, les archers et les piquiers gagnent des bonus de combat;Leichte Infanterie, Bogenschützen und Pikeniere erhalten Kampfboni;;Infantería ligera, arqueros y piqueros obtienen bonificaciones de combate;;;;;;;;;x
RR_tooltip_religion_feature_infantry_bonus;§GLight Infantry, Archers, and Pikemen gain combat bonuses§!;§GL'infanterie légère, les archers et les piquiers gagnent des bonus de combat§!;§GLeichte Infanterie, Bogenschützen und Pikeniere erhalten Kampfboni§!;;§GInfantería ligera, arqueros y piqueros obtienen bonificaciones de combate§!;;;;;;;;;x

RR_religion_feature_elite;Warrior Elite;Élite guerrière;Krieger Elite;;Élite guerrera;;;;;;;;;x
RR_religion_feature_elite_desc;The gods have raised the noble warrior above other men. In return it is the duty of this nobility to hone their martial craft to perfection.;Les dieux ont élevé le noble guerrier au-dessus des autres hommes. En retour, cette noblesse a le devoir de parfaire son art martial à la perfection.;Die Götter haben den edlen Krieger über andere Männer erhoben. Im Gegenzug ist es die Pflicht dieses Adels, sein Kampfhandwerk zur Perfektion zu bringen.;;Los dioses han elevado al noble guerrero por encima de otros hombres. A cambio, el deber de esta nobleza es perfeccionar sus naves marciales a la perfección.;;;;;;;;;x
RR_religion_feature_elite_feature;Heavy Infantry, Heavy Cavalry, and War Elephants gain combat bonuses;L'infanterie lourde, la cavalerie lourde, et les eléphants de guerre gagnent des bonus de combat;Schwere Infanterie, Schwere Kavalerie und Kriegselefanten erhalten Kampfboni;;Infantería pesada, caballeria pesada, y elefantes de guerra obtienen bonificaciones de combate;;;;;;;;;x
RR_tooltip_religion_feature_elite_bonus;§GHeavy Infantry, Heavy Cavalry, and War Elephants gain combat bonuses§!;§GL'infanterie lourde, la cavalerie lourde, et les eléphants de guerre gagnent des bonus de combat§!;§GSchwere Infanterie, Schwere Kavalerie und Kriegselefanten erhalten Kampfboni§!;;§GInfantería pesada, caballeria pesada, y elefantes de guerra obtienen bonificaciones de combate§!;;;;;;;;;x

RR_religion_feature_cavalry;Horse Cult;Culte des chevaux;Pferdekult;;Culto del caballos;;;;;;;;;x
RR_religion_feature_cavalry_desc;Horses are sacred animals, blessed by the gods with strength and speed. With their aid we will overcome any enemy!;Les chevaux sont des animaux sacrés, bénis par les dieux avec force et rapidité. Avec leur aide, nous vaincrons tous les ennemis!;Pferde sind heilige Tiere, gesegnet von den Göttern mit Kraft und Geschwindigkeit. Mit ihrer Hilfe werden wir jeden Feind überwinden!;;Los caballos son animales sagrados, bendecidos por los dioses con fuerza y velocidad. ¡Con su ayuda venceremos a cualquier enemigo!;;;;;;;;;x
RR_religion_feature_cavalry_feature;Light Cavalry, Horse Archers, and Camel Cavalry gain combat bonuses;L'Cavalerie Légère, les Archers à Cheval et les Chameaux gagnent des bonus de combat;Leichte Kavallerie, Ber. Bogenschützen, und Kamelkavallerie erhalten Kampfboni;;Caballería ligera, arqueros a caballo, y caballería camellos obtienen bonificaciones de combate;;;;;;;;;x
RR_tooltip_religion_feature_cavalry_bonus;§GLight Cavalry, Horse Archers, and Camel Cavalry gain combat bonuses§!;§GL'Cavalerie Légère, les Archers à Cheval et les Chameaux gagnent des bonus de combat§!;§GLeichte Kavallerie, Ber. Bogenschützen, und Kamelkavallerie erhalten Kampfboni§!;;§GCaballería ligera, arqueros a caballo, y caballería camellos obtienen bonificaciones de combate§!;;;;;;;;;x


#### CB FEATURES #####

RR_subjugation_desc;Taoists and unreformed pagans can once per life subjugate any ruler of lower rank.;Les taoïstes et les païens non réformés peuvent, une fois par vie, assujettir n'importe quel chef de rang inférieur.;Taoisten und nicht reformierte Heiden können einmal pro Leben einen Herrscher von niedrigerem Rang unterwerfen.;;Los taoístas y los paganos no reformados pueden, una vez por vida, subyugar a cualquier gobernante de rango inferior.;;;;;;;;;x

RR_religion_holywar;Great Holy Wars;Grandes guerres saintes;Große Heilige Kriege;;Grandas guerras santas;;;;;;;;;x

RR_religion_holywar_desc;The faithful shall work together to spread the worship of the gods by the sword. To this end a great holy war may be declared by the god king.;Les fidèles travailleront ensemble pour répandre le culte des dieux par l'épée. À cette fin, le roi-dieu peut déclarer une grande guerre sainte.;Die Gläubigen sollen zusammenarbeiten, um die Verehrung der Götter durch das Schwert zu verbreiten. Zu diesem Zweck kann der Gottkönig einen großen heiligen Krieg erklären.;;Los fieles trabajarán juntos para difundir la adoración de los dioses por la espada. Para este fin, una gran guerra santa puede ser declarada por el dios rey.;;;;;;;;;x

RR_tooltip_religion_feature_invasion;§GPious rulers can use a special invasion casus belli§!;§GLes dirigeants peuvent conquérir des royaumes infidèles§!;§GHerrscher können ungläubige Königreiche erobern§!;;§GLos gobernantes pueden conquistar reinos infieles§!;;;;;;;;;x

RR_tooltip_religion_feature_freeinvasion;§GOnce per lifetime rulers can conquer an infidel kingdom§!;§GUne fois par vie, les dirigeants peuvent conquérir un royaume d'infidèles§!;§GEinmal im Leben können Herrscher ein Königreich der Ungläubigen erobern§!;;§GUna vez en la vida, los gobernantes pueden conquistar un reino infiel§!;;;;;;;;;x

RR_pagan_invasion_once_per_lifetime_desc;§Y$TARGET$§! is not of the True Faith - which is all the cause §Y$CLAIMANT$§! needs to invade the §Y$TITLE$§!. If successful, everything §Y$TARGET$§! controls within the §Y$TITLE$§! will be taken or vassalized.;§Y$TARGET$§! ne suit pas la vraie foi - c'est suffisant pour que §Y$CLAIMANT$§! envahisse le §Y$TITLE$§!. En cas de succès, tout ce que contrôle §Y$TARGET$§! dans le §Y$TITLE$§! sera capturé ou vassalisé.;§Y$TARGET$§! gehört nicht dem wahren Glauben an, was Grund genug für §Y$CLAIMANT$§! ist, um eine Invasion gegenüber §Y$TITLE$§! zu starten. Sollte er Erfolg haben, so wird aller Besitz von §Y$TARGET$§! innerhalb vom §Y$TITLE$§! übernommen oder vasallisiert.;;§Y$TARGET$§! no es de la verdadera fe - por lo cual §Y$CLAIMANT$§! debe invadir el §Y$TITLE$§!. De tener éxito, todo lo que §Y$TARGET$§! controle dentro del §Y$TITLE$§! será anexionado o vasallizado.;;;;;;;;;x

RR_pagan_invasion_invaders_desc;§Y$TARGET$§! is not of the True Faith - which is all the cause §Y$CLAIMANT$§! needs to invade the §Y$TITLE$§!. If successful, everything §Y$TARGET$§! controls within the §Y$TITLE$§! will be taken or vassalized.;§Y$TARGET$§! ne suit pas la vraie foi - c'est suffisant pour que §Y$CLAIMANT$§! envahisse le §Y$TITLE$§!. En cas de succès, tout ce que contrôle §Y$TARGET$§! dans le §Y$TITLE$§! sera capturé ou vassalisé.;§Y$TARGET$§! gehört nicht dem wahren Glauben an, was Grund genug für §Y$CLAIMANT$§! ist, um eine Invasion gegenüber §Y$TITLE$§! zu starten. Sollte er Erfolg haben, so wird aller Besitz von §Y$TARGET$§! innerhalb vom §Y$TITLE$§! übernommen oder vasallisiert.;;§Y$TARGET$§! no es de la verdadera fe - por lo cual §Y$CLAIMANT$§! debe invadir el §Y$TITLE$§!. De tener éxito, todo lo que §Y$TARGET$§! controle dentro del §Y$TITLE$§! será anexionado o vasallizado.;;;;;;;;;x

#### GOVERNMENT STUFF #####
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

title_godking;God King;Roi Dieu;Gottkönig;;Dios Rey;;;;;;;;;x
title_godqueen;God Queen;Reine Dieu;Gottkönigin;;Diosa Reina;;;;;;;;;x

title_godemperor;God Emperor;Dieu Empereur;Gotteskaisers;;Dios Emparador;;;;;;;;;x
title_godempress;God Empress;Dieu Impératrice;Gottkaiserin;;Diosa Emperatriz;;;;;;;;;x

gov_godking;Realm of the God-King;Royaume du roi-dieu;Reich des Gottkönigs;;Reino de dios rey;;;;;;;;;x
gov_godqueen;Realm of the God-Queen;Royaume de la reine-dieu;Reich der Gottkönigin;;Reino de la reina de dios;;;;;;;;;x

gov_godemperor;Realm of the God-Emperor;Royaume du dieu-empereur;Reich des Gotteskaisers;;Reino de dios emparador;;;;;;;;;x
gov_godempress;Realm of the God-Empress;Royaume du dieu-impératrice;Reich der Gottkaiserin;;Reino de la emperatriz de dios;;;;;;;;;x

gov_religious_community;Egalitarian Religious Community;Communauté religieuse;Religiose Gemeinschaft;;Comunidad religiosa igualitaria;;;;;;;;;x

RR_religious_community_government;Religious Community;Communauté religieuse égalitaire;Egalitäre religiose Gemeinschaft;;Comunidad religiosa;;;;;;;;;x
RR_religious_community_government_desc;Religious communities are highly egalitarian though not entirely so. Leaders are elected, but typically come from an respected family. Vassals are not obliged to provide taxes or levies, but can be called to arms instead.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

RR_religion_community;Anti-feudal;Anti-féodal;Antifeudal;;Antifeudal;;;;;;;;;x
RR_religion_community_desc;Instead of having feudal lords rule over peasants we will establish religious communities where all shall be united in their faith as brothers and sisters.;Au lieu de laisser les seigneurs féodaux régner sur les paysans, nous établirons des communautés religieuses où tous seront unis dans leur foi en tant que frères et soeurs.;Anstatt Feudalherren über Bauern zu regieren, werden wir Religionsgemeinschaften errichten, in denen alle als Brüder und Schwestern in ihrem Glauben vereint sein sollen.;;En lugar de que los señores feudales dominen a los campesinos, estableceremos comunidades religiosas donde todos se unirán en su fe como hermanos y hermanas.;;;;;;;;;x
RR_religion_community_feature;Followers live in religious communities and elect their leaders;Les disciples vivent dans des communautés religieuses et élisent leurs dirigeants;Anhänger leben in religiösen Gemeinschaften und wählen ihre Führer;;Los seguidores viven en comunidades religiosas y eligen a sus líderes;;;;;;;;;x

RR_tooltip_religion_feature_community;§GAll characters above baron tier use a special government that allows owning castle, temples, and cities and having more vassals, but forces you to use elective succession law§!;§GTous les personnages au-dessus de baron utilisent un gouvernement spécial qui permet de posséder un château, des temples et des villes et d'avoir plus de vassaux, mais vous oblige à utiliser le droit de succession électif.§!;§GAlle Charaktere oberhalb der Stufe des Barons verwenden eine spezielle Regierung, die es erlaubt, Schloss, Tempel und Städte zu besitzen und mehr Vasallen zu haben, zwingt Sie jedoch zum Wahlrechtswahlrecht§!;;§GTodos los personajes que se encuentran por encima del nivel de barón utilizan un gobierno especial que permite poseer castillos, templos y ciudades y tener más vasallos, pero te obliga a usar la ley de sucesión electiva§!;;;;;;;;;x

RR_tooltip_religion_feature_community2;§YTribes, nomads, and merchant republics are not affected and use their normal government type§!;§YLes tribus, les nomads et les républiques marchandes ne sont pas touchées et utilisent leur type de gouvernement habituel§!;§YStämme, Nomaden und Handelsrepubliken sind nicht betroffen und verwenden ihren normalen Regierungsform§!;;§YLas tribus, los nómadas y las repúblicas mercantiles no se ven afectadas y utilizan su tipo de gobierno normal§!;;;;;;;;;x

RR_tooltip_vote_strength_learning;[Root.GetFirstName] is wise;[Root.GetFirstName] est sage;[Root.GetFirstName] ist weise;;[Root.GetFirstName] es sabi[Root.GetOA];;;;;;x

RR_pious_elective;Pious Elective;Électif pieux;Frömmige Wahl;;Piadoso electivo;;;;;;;;;x
succ_RR_pious_elective;Pious Elective;Électif pieux;Frömmige Wahl;;Piadoso electivo;;;;;;;;;x

succ_RR_pious_elective_desc;The ruler, the councilors, and all the vassals in the realm choose the heir. Only those who match the ruler's religion are eligible for both nomination and voting. The choice of heir is primarily based on the candidate's wisdom and piety and pious electors similarly have a stronger vote.;Le souverain, les conseillers et tous les vassaux du royaume choisissent l'héritier. Seuls ceux qui correspondent à la religion du dirigeant sont admissibles à la fois à l'investiture et au vote. Le choix de l'héritier se fonde principalement sur la sagesse et la piété du candidat et les électeurs pieux ont également un vote plus fort.;Der Herrscher, die Ratsherren und alle Vasallen im Reich wählen den Erben. Nur diejenigen, die der Religion des Herrschers entsprechen, sind sowohl zur Nominierung als auch zur Abstimmung berechtigt. Die Wahl des Erben richtet sich in erster Linie nach der Weisheit und Frömmigkeit des Kandidaten, und fromme Wähler haben gleichermaßen eine stärkere Stimme.;;El gobernante, el consejo y todos los vasallos del reino eligen al heredero. Sólo aquellos que coinciden con la religión del gobernante son elegibles tanto para la nominación como para la votación. La elección del heredero se basa principalmente en la sabiduría y la piedad del candidato y los electores piadosos tienen un voto más fuerte.;;;;;;;;;x

RR_religion_godking;God-king;Roi-dieu;Gottkönig;;Dios rey;;;;;;;;;x
RR_religion_godking_desc;It has become self-evident through my great deeds that I am the living embodiment of the divine. I shall be worshipped as the chief god of our pantheon.;Il est devenu évident, à travers mes grandes actions, que je suis l'incarnation vivante du divin. Je serai vénéré comme le dieu principal de notre panthéon.;Durch meine großen Taten ist es selbstverständlich geworden, dass ich die lebendige Verkörperung des Göttlichen bin. Ich werde als der Hauptgott unseres Pantheons verehrt.;;Se ha hecho evidente por medio de mis grandes obras que soy la encarnación viva de lo divino. Seré adorado como el dios principal de nuestro panteón.;;;;;;;;;x
RR_religion_godking_feature;The religious head is worshipped as the high god;Le chef religieux est vénéré comme le dieu suprême;Das religiöse Oberhaupt wird als Hauptgott verehrt;;La cabeza religiosa es adorada como el dios supremo;;;;;;;;;x

RR_tooltip_religion_feature_godking;§GEnables a special government for the head of the religion, which allows owning temples and revoking titles from all vassals§!;§GPermet un gouvernement spécial pour le chef de la religion, qui permet de posséder des temples et de révoquer les titres de tous les vassaux§!;§GErmöglicht eine spezielle Regierung für das religiöses Oberhaupt, die es erlaubt, Tempel zu besitzen und Titel von allen Vasallen zu widerrufen§!;;§GHabilita un gobierno especial para el lider de la religión, que permite poseer templos y revocar títulos de todos los vasallos§!;;;;;;;;;x

RR_temporal_feudal_government;Hereditary Theocracy;Théocratie héréditaire;Erbliche Theokratie;;Teocracia hereditaria;;;;;;;;;x

RR_temporal_feudal_government_desc;Feudal government revolves around the oath between liege and vassal, and Feudal lords can only directly own so many Holdings before they must start to rely on vassals - whose loyalty may vary... There are several Succession Laws to pick between - each with its own merits. The Centralization Law controls the maximum size of your Demesne and the number of direct vassals you can have. If you should convert to a religion in the [muslim.GetGroupName] group, your government form will change to Iqta.;Un gouvernement féodal repose sur un serment entre un seigneur et son vassal, et les seigneurs féodaux ne peuvent posséder directement qu'un nombre limité de propriétés avant de devoir s'appuyer sur des vassaux – dont la loyauté peut laisser à désirer... Vous pouvez choisir une loi de succession, chacune ayant ses propres mérites. La loi de centralisation contrôle la taille maximale de votre domaine et le nombre de vassaux directs que vous pouvez avoir. Si vous vous convertissez à une religion du groupe [muslim.GetGroupName], votre gouvernement se changera en iqtâ.;Im Zentrum einer Feudalregierung steht der Eid zwischen Lehnsherr und Vasall, wobei ein feudaler Fürst nur eine begrenze Anzahl an Besitztümern direkt halten kann, bevor er sich auf seine Vasallen verlassen muss, dessen Loyalität variiert... Für die Erbfolge stehen verschiedene Gesetze zur Wahl, von denen jedes seine Vorzüge hat. In den Zentralisierungsgesetzen ist die maximale Größe der Domäne und die mögliche Anzahl der direkten Vasallen festgelegt. Wenn Ihr zu einer Religion der [muslim.GetGroupName]en Religionsgruppe konvertieren solltet, wird Eure Regierungsform zur Iqta geändert.;;El gobierno feudal gira alrededor del juramento entre señor y vasallo, y los señores feudales solo pueden poseer directamente un cierto número de posesiones antes de empezar a confiar en sus vasallos - cuya lealtad puede variar… Hay varias leyes de sucesión para elegir, cada una con sus propios méritos. La ley de centralización controla el tamaño máximo de tu domino y el número de vasallos directos que puedes tener. Si te conviertes a una religión del grupo [muslim.GetGroupName], tu forma del gobierno cambiará a Iqta.;;;;;;;;;x

RR_temporal_republic_government;Republican Theocracy;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

RR_temporal_tribal_government;Tribal Theocracy;Théocratie tribale;Stammes-Theokratie;;Teocracia tribal;;;;;;;;;x

RR_temporal_tribal_government_desc;Tribes are settled but agrarian. Each county can only have one Tribal 'Holding', representing the entire local tribal population - the more empty Holding slots, the more powerful the Tribal Holding. Tribal rulers are limited to the 'Elective Gavelkind' Succession Law, which tends to fragment the realm between sons on the death of the chief.;Les tribus sont sédentaires mais agraires. Chaque comté ne peut disposer que d'une seule propriété tribale, qui représente la population locale entière de la tribu – plus vous avez d'emplacements de propriété vides, plus la propriété tribale gagne en puissance. Les seigneurs tribaux sont limités à la succession par partage salique électif, ce qui a tendance à fragmenter le territoire contrôlé entre les fils à la mort du chef.;Stämme sind sesshaft, aber landwirtschaftlich ausgerichtet. Jede Grafschaft kann nur ein "Stammesbesitztum" haben. Dort befindet sich die gesamte Stammesbevölkerung. Je mehr freie Bauplätze vorhanden sind, desto mächtiger ist der dortige Stamm. Stammesherrscher sind bei der Erbfolge eingeschränkt: Nur die "Wahlweise Erbteilung" ist möglich. Hierdurch wird das Reich unter den Söhnen des Häuptlings aufgeteilt und zerfällt zumeist.;;Las tribus están establecidas, pero agrarias. Cada condado sólo puede tener una 'posesión' tribal, representando a la población tribal local entera - cuantas más ranuras de posesiones vacías haya, más poderosa será la posesión tribal. Los gobernantes tribales se limitan a la ley de sucesión 'reparto electivo', que tiende a fragmentar el reino entre hijos a la muerte del jefe.;;;;;;;;;x
